0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1787
11	4764
12	5445
13	3433
14	1905
15	1110
16	776
17	669
18	573
19	547
20	537
21	493
22	544
23	494
24	400
25	375
26	381
27	352
28	359
29	329
30	354
31	349
32	388
33	345
34	355
35	374
36	350
37	386
38	430
39	450
40	518
41	607
42	632
43	679
44	677
45	729
46	673
47	608
48	644
49	651
50	596
51	642
52	657
53	652
54	707
55	726
56	693
57	665
58	695
59	723
60	788
61	786
62	793
63	850
64	783
65	845
66	821
67	765
68	794
69	809
70	759
71	871
72	765
73	806
74	799
75	758
76	840
77	814
78	834
79	858
80	868
81	780
82	853
83	853
84	852
85	823
86	774
87	784
88	815
89	837
90	822
91	884
92	789
93	810
94	825
95	823
96	830
97	875
98	778
99	842
100	825
101	792
102	826
103	800
104	804
105	755
106	843
107	793
108	769
109	797
110	775
111	765
112	739
113	726
114	707
115	752
116	704
117	718
118	734
119	680
120	707
121	707
122	711
123	697
124	670
125	737
126	652
127	685
128	732
129	707
130	690
131	628
132	692
133	619
134	673
135	668
136	695
137	684
138	652
139	668
140	668
141	694
142	649
143	645
144	619
145	625
146	646
147	635
148	655
149	628
150	603
151	622
152	626
153	630
154	586
155	573
156	593
157	591
158	592
159	607
160	636
161	557
162	531
163	604
164	584
165	574
166	534
167	523
168	501
169	545
170	505
171	476
172	487
173	478
174	453
175	471
176	492
177	440
178	453
179	426
180	424
181	432
182	451
183	413
184	359
185	404
186	379
187	433
188	366
189	394
190	397
191	383
192	428
193	363
194	358
195	360
196	379
197	334
198	367
199	370
200	353
201	348
202	361
203	373
204	353
205	330
206	332
207	333
208	344
209	311
210	349
211	326
212	338
213	321
214	329
215	327
216	281
217	290
218	349
219	280
220	294
221	295
222	327
223	291
224	298
225	281
226	300
227	316
228	327
229	259
230	314
231	285
232	301
233	318
234	288
235	281
236	268
237	299
238	264
239	276
240	271
241	247
242	258
243	284
244	252
245	217
246	236
247	267
248	283
249	274
250	253
251	228
252	218
253	224
254	224
255	192
256	203
257	211
258	209
259	227
260	247
261	239
262	205
263	200
264	201
265	186
266	221
267	227
268	192
269	233
270	222
271	215
272	204
273	183
274	200
275	196
276	205
277	188
278	208
279	185
280	202
281	181
282	186
283	193
284	179
285	200
286	192
287	200
288	209
289	199
290	187
291	165
292	204
293	196
294	182
295	186
296	205
297	175
298	179
299	200
300	194
301	189
302	186
303	198
304	215
305	193
306	204
307	189
308	191
309	219
310	165
311	220
312	191
313	184
314	187
315	188
316	198
317	191
318	189
319	197
320	198
321	211
322	209
323	191
324	203
325	182
326	164
327	172
328	216
329	209
330	224
331	214
332	221
333	211
334	201
335	198
336	197
337	177
338	175
339	193
340	195
341	198
342	198
343	221
344	220
345	189
346	195
347	186
348	195
349	198
350	189
351	183
352	176
353	184
354	152
355	161
356	183
357	165
358	139
359	160
360	164
361	170
362	161
363	138
364	146
365	146
366	149
367	140
368	165
369	129
370	139
371	145
372	149
373	130
374	147
375	134
376	147
377	142
378	144
379	118
380	134
381	140
382	140
383	128
384	160
385	124
386	141
387	134
388	153
389	131
390	143
391	160
392	141
393	135
394	133
395	145
396	157
397	165
398	130
399	150
400	129
401	155
402	133
403	129
404	139
405	137
406	130
407	127
408	132
409	127
410	128
411	125
412	139
413	118
414	111
415	113
416	117
417	122
418	130
419	113
420	118
421	116
422	133
423	118
424	116
425	109
426	116
427	99
428	113
429	107
430	102
431	119
432	106
433	103
434	93
435	105
436	95
437	99
438	89
439	95
440	110
441	101
442	99
443	80
444	83
445	89
446	85
447	86
448	91
449	108
450	67
451	90
452	97
453	85
454	75
455	93
456	78
457	81
458	71
459	80
460	91
461	81
462	92
463	96
464	77
465	84
466	94
467	82
468	78
469	92
470	91
471	81
472	90
473	98
474	102
475	88
476	104
477	73
478	77
479	104
480	69
481	73
482	88
483	96
484	95
485	93
486	76
487	57
488	105
489	75
490	98
491	81
492	72
493	74
494	74
495	84
496	79
497	81
498	77
499	72
500	69
501	98
502	78
503	71
504	81
505	77
506	63
507	72
508	78
509	62
510	87
511	78
512	68
513	78
514	80
515	70
516	60
517	79
518	79
519	79
520	74
521	68
522	64
523	70
524	82
525	77
526	69
527	95
528	90
529	80
530	63
531	70
