0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	14
15	1648
16	1773
17	1643
18	1413
19	1223
20	1118
21	1022
22	1056
23	973
24	1012
25	1046
26	1015
27	990
28	985
29	998
30	950
31	1003
32	1002
33	996
34	1036
35	975
36	978
37	1030
38	985
39	937
40	983
41	1000
42	973
43	987
44	978
45	924
46	987
47	972
48	921
49	936
50	937
51	954
52	941
53	986
54	911
55	973
56	975
57	979
58	900
59	968
60	988
61	1026
62	1047
63	1015
64	1071
65	1114
66	1102
67	1091
68	1083
69	1204
70	1192
71	1199
72	1205
73	1170
74	1216
75	1184
76	1237
77	1237
78	1188
79	1223
80	1184
81	1220
82	1140
83	1228
84	1173
85	1161
86	1170
87	1109
88	1154
89	1155
90	1118
91	1139
92	1096
93	1195
94	1075
95	1051
96	1076
97	1078
98	1064
99	1050
100	1159
101	1099
102	1133
103	1103
104	1157
105	1041
106	1010
107	1075
108	1067
109	1067
110	1107
111	1070
112	1080
113	943
114	994
115	1016
116	976
117	1042
118	1024
119	1027
120	986
121	1023
122	957
123	1015
124	1012
125	968
126	988
127	1031
128	981
129	1007
130	993
131	1001
132	1019
133	1014
134	983
135	931
136	922
137	1020
138	984
139	959
140	964
141	973
142	937
143	940
144	936
145	940
146	968
147	931
148	945
149	943
150	945
151	925
152	965
153	954
154	898
155	985
156	979
157	953
158	966
159	965
160	911
161	942
162	889
163	900
164	964
165	942
166	917
167	947
168	942
169	938
170	921
171	936
172	960
173	926
174	886
175	946
176	941
177	917
178	936
179	948
180	893
181	916
182	899
183	947
184	909
185	889
186	899
187	932
188	932
189	883
190	990
191	896
192	936
193	870
194	902
195	890
196	865
197	950
198	922
199	927
200	849
201	973
202	912
203	949
204	883
205	866
206	920
207	914
208	844
209	861
210	905
211	837
212	916
213	859
214	876
215	912
216	849
217	890
218	886
219	875
220	891
221	880
222	849
223	861
224	885
225	853
226	892
227	857
228	910
229	868
230	845
231	885
232	880
233	906
234	875
235	926
236	835
237	903
238	877
239	847
240	916
241	824
242	885
243	900
244	859
245	886
246	895
247	854
248	883
249	887
250	912
251	829
252	876
253	854
254	917
255	937
256	885
257	887
258	883
259	848
260	891
261	839
262	856
263	812
264	789
265	854
266	835
267	853
268	843
269	851
270	853
271	823
272	850
273	894
274	825
275	834
276	832
277	772
278	825
279	815
280	779
281	780
282	775
283	799
284	798
285	737
286	779
287	751
288	745
289	739
290	752
291	734
292	743
293	692
294	705
295	689
296	756
297	724
298	771
299	646
300	664
301	699
302	700
303	682
304	666
305	645
306	655
307	635
308	639
309	631
310	608
311	591
312	564
313	565
314	576
315	609
316	569
317	551
318	572
319	603
320	617
321	665
322	622
323	704
324	709
325	733
326	770
327	863
328	892
329	926
330	1058
331	1139
332	1276
333	1351
334	1462
335	1584
336	1760
337	1943
338	2108
339	2232
340	2492
341	2572
342	2880
343	3167
344	3342
345	3646
346	3840
347	3992
348	4353
349	4679
350	4867
351	4926
352	5183
353	5410
354	5666
355	5739
356	5888
357	6188
358	6272
359	6075
360	6281
361	6202
362	6260
363	6349
364	6086
365	6017
366	5838
367	5662
368	5737
369	5479
370	5292
371	5019
372	4797
373	4780
374	4560
375	4354
376	4171
377	3871
378	3849
379	3653
380	3553
381	3289
382	3279
383	3220
384	3234
385	3095
386	3086
387	3066
388	3155
389	3172
390	3212
391	3389
392	3428
393	3649
394	3780
395	3790
396	4074
397	3996
398	4249
399	4392
400	4585
401	4617
402	4734
403	4899
404	5043
405	5122
406	5177
407	5175
408	5244
409	5262
410	5212
411	5090
412	5178
413	5078
414	4994
415	4954
416	4855
417	4540
418	4482
419	4336
420	4188
421	3991
422	3761
423	3476
424	3385
425	3245
426	2935
427	2883
428	2701
429	2461
430	2234
431	2074
432	1992
433	1803
434	1600
435	1541
436	1378
437	1305
438	1174
439	1051
440	957
441	896
442	841
443	752
444	665
445	642
446	573
447	546
448	517
449	469
450	444
451	424
452	415
453	365
454	400
455	367
456	356
457	325
458	356
459	343
460	321
461	302
462	298
463	303
464	305
465	302
466	279
467	304
468	282
469	306
470	277
471	271
472	284
473	297
474	288
475	291
476	324
477	285
478	295
479	281
480	300
481	269
482	302
483	270
484	296
485	280
