0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	118
11	247
12	236
13	263
14	250
15	233
16	225
17	285
18	247
19	260
20	235
21	269
22	253
23	265
24	247
25	271
26	261
27	238
28	257
29	275
30	286
31	262
32	269
33	283
34	255
35	278
36	257
37	274
38	223
39	264
40	269
41	270
42	289
43	285
44	264
45	275
46	285
47	273
48	297
49	264
50	248
51	262
52	267
53	263
54	279
55	262
56	252
57	267
58	277
59	273
60	238
61	269
62	291
63	266
64	277
65	285
66	273
67	270
68	254
69	261
70	281
71	285
72	274
73	270
74	266
75	287
76	278
77	245
78	242
79	249
80	274
81	295
82	255
83	275
84	236
85	283
86	250
87	291
88	284
89	284
90	262
91	272
92	277
93	263
94	257
95	245
96	268
97	240
98	265
99	277
100	269
101	252
102	276
103	262
104	272
105	277
106	246
107	210
108	251
109	306
110	277
111	265
112	258
113	247
114	232
115	277
116	287
117	259
118	263
119	263
120	257
121	290
122	273
123	266
124	260
125	277
126	314
127	284
128	286
129	305
130	292
131	314
132	305
133	326
134	330
135	341
136	299
137	326
138	323
139	342
140	323
141	349
142	302
143	293
144	317
145	349
146	289
147	319
148	311
149	302
150	311
151	312
152	316
153	304
154	282
155	347
156	316
157	304
158	310
159	320
160	281
161	301
162	312
163	297
164	292
165	298
166	294
167	286
168	288
169	302
170	276
171	279
172	308
173	299
174	265
175	275
176	281
177	272
178	283
179	271
180	290
181	311
182	290
183	279
184	275
185	284
186	312
187	283
188	289
189	296
190	311
191	271
192	288
193	263
194	283
195	277
196	273
197	264
198	261
199	284
200	263
201	289
202	272
203	288
204	293
205	294
206	286
207	276
208	265
209	279
210	283
211	283
212	290
213	284
214	282
215	289
216	303
217	265
218	283
219	274
220	268
221	257
222	314
223	264
224	323
225	297
226	306
227	291
228	305
229	285
230	289
231	250
232	306
233	287
234	306
235	292
236	267
237	272
238	284
239	250
240	261
241	268
242	238
243	241
244	236
245	220
246	225
247	223
248	196
249	201
250	180
251	198
252	199
253	185
254	168
255	182
256	173
257	155
258	159
259	147
260	131
261	137
262	157
263	140
264	123
265	126
266	136
267	148
268	112
269	126
270	134
271	123
272	116
273	127
274	135
275	103
276	126
277	119
278	112
279	127
280	113
281	108
282	118
283	133
284	101
285	111
286	102
287	94
288	108
289	97
290	109
291	111
292	105
293	110
294	97
295	104
296	110
297	119
298	100
299	105
300	128
301	110
302	125
303	99
304	112
305	103
306	92
307	111
308	88
309	95
310	117
311	95
312	126
313	104
314	101
315	110
316	112
317	103
318	108
319	100
320	110
321	98
322	95
323	108
324	97
325	88
326	85
327	124
328	93
329	116
330	119
331	112
332	109
333	97
334	102
335	122
336	90
337	121
338	132
339	136
340	129
341	121
342	134
343	148
344	187
345	149
346	214
347	200
348	244
349	294
350	311
351	362
352	415
353	453
354	544
355	589
356	710
357	802
358	958
359	1069
360	1178
361	1269
362	1404
363	1563
364	1723
365	1891
366	1984
367	2190
368	2356
369	2437
370	2662
371	2709
372	2833
373	2881
374	3077
375	3015
376	3134
377	3217
378	3206
379	3150
380	3220
381	3087
382	2968
383	2839
384	2736
385	2519
386	2432
387	2364
388	2037
389	1966
390	1782
391	1571
392	1350
393	1277
394	1125
395	956
396	815
397	716
398	618
399	524
400	448
401	383
402	342
403	253
404	222
405	191
406	175
407	172
408	147
409	134
410	123
411	116
412	84
413	81
414	74
415	87
416	79
417	86
418	85
419	81
420	79
421	100
422	74
423	84
424	98
425	87
426	73
427	80
428	67
429	93
430	89
431	84
432	87
433	71
434	89
435	72
436	83
437	92
438	74
439	80
440	75
441	69
442	67
443	96
444	78
445	73
446	71
447	78
448	85
449	69
450	70
451	83
452	90
453	75
454	73
455	75
456	77
457	75
458	88
459	70
460	90
461	72
462	82
463	80
464	89
465	70
466	72
467	70
468	73
469	72
470	70
471	70
472	91
473	75
474	70
475	64
476	74
477	78
478	61
479	80
480	64
481	84
482	76
483	87
484	75
485	105
486	84
487	76
488	75
489	96
490	78
491	86
492	84
493	77
494	74
495	89
496	73
497	91
498	82
499	88
500	80
501	86
502	86
503	75
504	94
505	84
506	78
507	91
508	110
509	78
510	88
511	76
512	89
513	108
514	80
515	104
516	93
517	89
518	91
519	69
520	100
521	92
522	78
523	84
524	85
